id,person_weight,sex_of_respondent,sex_of_partner,personal_income_group,household_income_group,number_young_children_in_home,number_children_in_home,age_group_children,duration_sleeping_resting_relaxing_sick_in_bed,duration_personal_care,duration_health_professional_visit_consultation,duration_self_administered_medical_care,duration_meal_lunch_or_snack_preparation,duration_eating_or_drinking,duration_transport_to_and_from_activity,duration_paid_work,duration_looking_for_paid_work,duration_other_income_generating_activities,duration_paid_training,duration_break_or_lunch,duration_schooling_on_site,duration_schooling_online,duration_homework_or_studying,duration_self_development_or_leisure_courses,duration_preserving_foods,duration_indoor_house_cleaning,duration_garbage_recycling_unpacking_goods,duration_laudry_ironing_sewing_shoe_care,duration_repair_painting_removation,duration_organizing_planning_paying_bills,duration_packing_unpacking_groceries_luggage_boxes,duration_outdoor_maintenance,duration_planting_maintaining_garden_or_house_plants,duration_pet_care,duration_personal_care_of_child_14_under,duration_accompanying_care_of_child_14_under,duration_personal_care_of_child_15_plus,duration_accompanying_care_of_child_15_plus,duration_care_of_household_adult_personal_care,duration_care_of_household_adult_accompanying,duration_care_of_child_other_household_personal_care_accompanying,duration_care_of_adult_other_household_personal_care,duration_care_of_adult_other_household_accompanying,duration_helping_relatives_friends_neighbours_acquaintances,duration_shopping_or_buying_goods,duration_shopping_for_services,duration_researching_for_goods_and_services,duration_selling_goods_or_services,duration_socializing_or_communicating_in_person,duration_socializing_or_communicating_using_technology,duration_organizational_activities,duration_volunteer_work,duration_religious_activities,duration_civic_participation,duration_exercising,duration_organized_recreational_sports,duration_competitive_sports_indoor_or_outdoor,duration_outdoor_sports_non_competitive,duration_outdoor_activities,duration_coaching_or_administering_sports,duration_attending_cinema_exhibitions_library_concerts_theatre,duration_attending_sporting_events,duration_visiting_museums_art_galleries_heritage_sites_zoos,duration_arts_and_hobbies,duration_leisure_activities,duration_reading_online_or_paper_version,duration_writing,duration_watching_television_or_videos,duration_listening_to_music_or_radio,duration_use_of_technology,duration_other_activity,duration_uncodable_unknown_activity,duration_social_contact_alone,duration_social_contact_spouse_partner,duration_social_contact_household_children_15,duration_social_contact_household_children_15_2,duration_social_contact_parents_or_parents_in_law,duration_social_contact_other_household_adults,duration_social_contact_family_members_from_other_households,duration_social_contact_friend_s,duration_social_contact_colleague_s_classmate_s,duration_social_contact_other_people,duration_social_contact_not_stated,duration_at_home_or_on_property,duration_at_place_of_work_or_school,duration_away_on_business,duration_at_someone_elses_home_or_property,duration_in_the_neighbourhood,duration_outside,duration_at_the_grocery_store_other_stores_or_mall,duration_at_a_library_museum_or_theater,duration_at_a_sports_centre_field_or_arena,duration_at_a_restaurant_bar_or_club,duration_at_a_place_of_worship,duration_at_a_medical_dental_or_other_clinic,duration_elsewhere,duration_travel_car_driver,duration_travel_car_passenger,duration_travel_walking,duration_travel_bus_include_street_car_and_metro,duration_travel_airplane,duration_travel_bicycle,duration_travel_taxi_limousine_service,duration_travel_boat_ferry,duration_travel_other,total_duration_in_minutes_location_not_stated,sleep_duration_in_minutes_the_first_night,diff_income
14012,1785.8521,Male,Female,"$120,000 or more","$140,000 or more",Two,Two,All children between 5 and 12 years of age,540,30,0,0,30,180,60,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,30,0,0,150,600,750,0,0,0,0,0,0,0,0,1230,0,0,0,0,0,150,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,540,Ambiguous
14024,2583.4336,Female,Male,"$40,000 to $59,999","$140,000 or more",One,One,All children under 5 years of age,660,0,0,0,60,30,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,60,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,60,550,0,0,0,0,0,0,0,0,1380,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,Ambiguous
14029,1734.848,Female,Male,"$40,000 to $59,999","$100,000 to $119,999",One,One,All children between 5 and 12 years of age,540,70,0,0,0,20,30,430,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,70,0,0,130,685,75,0,0,0,0,0,460,165,0,755,490,0,0,0,0,0,165,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,480,"$40,000 to $59,999"
14034,1809.3227,Female,Male,"$60,000 to $79,999","$140,000 or more",One,One,All children under 5 years of age,270,45,0,0,60,60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,45,750,735,0,0,0,300,0,0,0,0,1020,0,0,300,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,NA,Ambiguous
14041,2465.305,Female,Male,"Less than $20,000","$20,000 to $39,999",One,One,All children between 5 and 12 years of age,510,0,0,0,70,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,15,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,385,0,0,0,0,0,1440,825,0,0,0,0,0,0,0,0,1360,0,0,0,0,0,60,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,510,"Less than $20,000"
14044,1140.9272,Male,Female,"$80,000 to $99,999","$120,000 to $139,999",Two,Two,All children between 5 and 12 years of age,600,30,0,0,0,120,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,390,0,0,0,60,0,60,0,0,0,0,10,1430,1430,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,390,120,0,0,860,70,0,0,0,0,0,0,0,0,0,510,"$20,000 to $39,999"
14045,832.1003,Female,Male,"$120,000 or more","$140,000 or more",One,One,All children between 5 and 12 years of age,330,0,0,0,0,60,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,1290,1260,0,0,0,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,330,0,20,0,0,0,570,Ambiguous
14048,1382.4755,Female,Male,"$40,000 to $59,999","$80,000 to $99,999",Two,Two,At least one child under 5 years of age but not all children,540,30,0,0,30,20,85,435,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,70,755,455,0,0,0,0,45,465,0,0,845,465,0,0,0,0,0,0,45,0,0,0,0,85,0,0,0,0,0,0,0,0,0,495,"$20,000 to $39,999"
14049,933.685,Male,Female,"$40,000 to $59,999","$60,000 to $79,999",One,One,All children between 5 and 12 years of age,595,30,0,0,30,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,205,0,30,0,0,30,1285,815,0,0,0,0,305,0,0,0,1255,0,0,120,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,450,"Less than $20,000"
14050,1882.5612,Male,Female,"$120,000 or more","$140,000 or more",One,Two,NA,565,30,0,0,195,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,35,0,60,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,270,1035,0,135,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,Ambiguous
14051,1623.6434,Female,Male,"$20,000 to $39,999","$80,000 to $99,999",One,Two,All children 13 years of age and older,410,35,0,0,60,60,100,390,0,0,0,0,0,0,0,0,0,120,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,25,70,0,590,310,370,370,0,0,70,120,0,390,0,760,390,0,190,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,270,"$40,000 to $59,999"
14052,7231.5786,Male,Female,"$120,000 or more","$140,000 or more",One,Two,All children 13 years of age and older,390,0,0,0,60,0,95,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,825,595,225,205,0,0,0,0,0,0,0,625,630,0,0,0,0,0,0,0,0,0,0,90,95,0,0,0,0,0,0,0,0,0,300,Ambiguous
14057,3690.0891,Male,Female,"$80,000 to $99,999","$120,000 to $139,999",One,One,All children under 5 years of age,415,20,0,0,15,150,130,330,0,15,0,30,0,0,0,110,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,75,0,125,690,200,0,0,0,0,0,625,110,0,830,360,0,0,0,0,0,0,0,120,0,0,0,130,0,0,0,0,0,0,0,0,0,NA,"$20,000 to $39,999"
14058,1690.23,Male,Female,"Less than $20,000","$80,000 to $99,999",Two,Two,At least one child under 5 years of age but not all children,860,10,0,0,0,55,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,90,10,0,0,90,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,365,675,195,0,0,0,135,360,0,20,0,600,0,0,615,20,0,90,0,0,0,0,0,15,100,0,0,0,0,0,0,0,0,0,420,"$60,000 to $79,999"
14068,3283.8448,Male,Female,"$120,000 or more","$140,000 or more",None,One,No child under 19 years of age at home,560,120,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,470,0,0,0,890,0,0,470,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,435,Ambiguous
14073,2121.5815,Male,Female,"$120,000 or more","$140,000 or more",One,One,All children between 5 and 12 years of age,510,60,0,0,240,0,60,0,0,0,0,0,0,0,0,0,0,150,0,0,0,120,0,0,120,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,1230,720,0,0,0,180,0,0,0,0,1200,0,0,180,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1230,Ambiguous
14075,4770.9484,Female,Male,"$20,000 to $39,999","$120,000 to $139,999",One,Two,All children 13 years of age and older,570,10,0,0,140,100,60,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,15,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,105,30,0,360,1080,100,200,0,0,0,0,0,65,0,1270,0,0,0,0,0,45,0,0,0,65,0,0,60,0,0,0,0,0,0,0,0,0,465,"$80,000 to $99,999"
14100,1984.6506,Male,Female,"$120,000 or more","$140,000 or more",One,One,All children under 5 years of age,540,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1290,750,0,0,0,0,660,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,Ambiguous
14103,927.396,Male,Female,"Less than $20,000","$40,000 to $59,999",One,One,All children between 5 and 12 years of age,540,120,0,0,120,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,120,0,0,0,0,330,570,570,0,0,0,0,540,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,870,0,90,0,0,0,0,0,0,0,0,450,"$20,000 to $39,999"
14121,2427.52,Male,Female,"$80,000 to $99,999","$120,000 to $139,999",None,Two,No child under 19 years of age at home,480,75,0,0,10,20,105,575,0,0,0,30,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,60,0,0,0,0,410,590,0,0,0,0,0,0,440,0,0,730,605,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1230,"$20,000 to $39,999"
14122,1940.7858,Female,Male,"$20,000 to $39,999","$120,000 to $139,999",None,Two,No child under 19 years of age at home,390,50,0,0,60,0,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,900,540,0,0,0,0,0,0,0,0,0,780,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,"$80,000 to $99,999"
14125,472.4948,Male,Female,"$80,000 to $99,999","$120,000 to $139,999",Two,Two,All children between 5 and 12 years of age,450,65,0,0,0,30,25,725,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,1105,0,0,0,0,0,0,0,335,0,0,0,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,435,"$20,000 to $39,999"
14126,729.7371,Female,Male,"$80,000 to $99,999","$140,000 or more",Two,Two,All children between 5 and 12 years of age,545,50,0,0,240,105,50,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,20,590,1025,0,435,0,0,0,0,235,0,1155,0,0,0,0,0,0,0,235,0,0,0,0,50,0,0,0,0,0,0,0,0,0,480,Ambiguous
14128,562.6107,Male,Female,"$40,000 to $59,999","$80,000 to $99,999",Two,Three,NA,585,15,0,0,0,45,525,75,0,0,0,0,0,0,0,0,0,30,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,870,570,195,0,0,0,0,0,0,0,0,630,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,510,"$20,000 to $39,999"
14134,342.1588,Male,Female,"$40,000 to $59,999","$40,000 to $59,999",Two,Two,NA,575,35,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,40,0,1440,60,0,0,0,0,0,0,805,0,395,0,0,0,0,0,0,0,0,0,0,0,655,0,0,0,0,345,0,45,0,0,0,1260,Same Income
14137,2866.1805,Male,Female,"$40,000 to $59,999","$80,000 to $99,999",One,One,All children under 5 years of age,380,75,0,0,0,80,35,510,0,0,0,45,0,0,0,0,0,30,0,0,0,0,0,0,0,0,115,55,0,0,0,0,0,0,0,0,20,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,775,690,0,0,0,0,0,555,0,0,775,555,0,0,0,0,20,0,0,0,0,0,55,35,0,0,0,0,0,0,0,0,0,360,"$20,000 to $39,999"
14138,7021.9854,Female,Male,"$20,000 to $39,999","$40,000 to $59,999",One,Two,All children 13 years of age and older,510,120,0,0,0,120,235,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,55,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,30,780,480,320,240,0,0,0,60,0,0,0,950,0,30,0,60,0,20,0,0,90,0,0,55,215,0,0,0,0,0,0,0,0,20,510,"Less than $20,000"
14149,3299.9992,Female,Male,"$80,000 to $99,999","$140,000 or more",None,One,No child under 19 years of age at home,455,45,0,0,0,55,105,495,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,30,0,190,0,0,0,0,60,885,0,15,0,0,0,0,495,0,0,815,495,0,0,25,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,440,Ambiguous
14151,2113.1756,Female,Male,"$60,000 to $79,999","$140,000 or more",Two,Two,NA,480,35,0,0,60,45,105,500,0,0,0,55,0,0,0,0,0,15,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,575,705,165,0,0,0,0,0,160,0,0,885,450,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,465,Ambiguous
14156,3770.449,Male,Female,"$120,000 or more","$140,000 or more",One,Two,NA,470,25,0,0,10,0,0,595,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,25,750,270,270,0,0,0,0,665,0,0,775,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,Ambiguous
14158,2654.7253,Female,Male,"$40,000 to $59,999","$100,000 to $119,999",One,One,All children under 5 years of age,610,40,0,0,165,0,25,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,460,205,920,0,0,0,0,0,0,0,0,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,NA,"$40,000 to $59,999"
14163,8606.1588,Female,Male,"$80,000 to $99,999","$140,000 or more",None,Two,All children 13 years of age and older,487,75,0,0,180,90,145,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,520,875,0,363,0,0,90,0,0,253,0,1075,0,0,90,0,0,30,0,0,0,0,0,100,100,45,0,0,0,0,0,0,0,0,397,Ambiguous
14166,2882.853,Female,Male,"$60,000 to $79,999","$140,000 or more",None,One,No child under 19 years of age at home,460,45,0,0,65,20,70,570,0,0,0,0,0,0,0,0,0,45,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,90,780,0,0,0,0,0,0,570,570,0,800,570,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,40,450,Ambiguous
14177,3742.4794,Female,Male,"Less than $20,000","$80,000 to $99,999",Two,Two,At least one child under 5 years of age but not all children,510,75,0,0,30,75,110,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,120,0,0,150,0,0,0,0,0,790,1290,0,0,0,0,0,0,0,0,1075,0,0,0,0,195,60,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,450,"$60,000 to $79,999"
14178,2451.7438,Male,Female,"$80,000 to $99,999","$140,000 or more",Three or more,Four or more,At least one child under 5 years of age but not all children,405,60,0,0,0,415,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,570,870,60,0,0,0,0,315,0,0,0,1035,0,0,0,0,0,0,0,0,315,0,0,0,90,0,0,0,0,0,0,0,0,0,540,Ambiguous
14179,3574.8957,Male,Female,"$120,000 or more","$140,000 or more",None,Two,All children 13 years of age and older,530,40,0,0,0,150,180,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,770,0,390,0,0,0,0,0,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,480,Ambiguous
14191,3965.4826,Male,Female,"$40,000 to $59,999","$120,000 to $139,999",One,Two,All children 13 years of age and older,325,30,0,0,60,0,80,420,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,80,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,20,0,85,0,0,0,0,0,0,0,165,0,0,0,0,410,110,530,185,0,0,0,0,500,85,0,645,500,0,0,0,20,0,0,85,0,0,80,0,80,0,0,0,0,0,0,0,0,30,NA,"$60,000 to $79,999"
14200,2692.996,Male,Female,"$120,000 or more","$140,000 or more",Two,Two,All children between 5 and 12 years of age,360,15,0,0,0,20,70,425,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,350,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,825,0,0,350,0,0,465,485,350,0,510,470,0,0,40,0,0,0,0,0,0,0,350,5,25,0,40,0,0,0,0,0,0,300,Ambiguous
14201,2135.0259,Male,Female,"$80,000 to $99,999","$140,000 or more",Three or more,Three,NA,520,55,0,0,50,55,60,415,0,0,0,50,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,55,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,15,0,20,0,0,0,0,190,780,275,0,0,0,0,0,455,0,0,895,485,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,500,Ambiguous
14202,173.9489,Female,Male,"$40,000 to $59,999","$80,000 to $99,999",One,One,All children between 5 and 12 years of age,600,45,0,15,50,85,20,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,25,0,0,0,0,0,0,0,0,15,0,0,0,30,30,0,30,0,0,0,0,0,0,0,0,60,0,0,90,15,15,0,45,0,90,0,0,530,520,595,0,0,0,0,10,0,110,0,1225,120,0,0,0,35,0,0,0,15,0,0,0,20,0,0,0,0,0,0,0,0,25,330,"$20,000 to $39,999"
14204,3577.274,Female,Male,"Less than $20,000","$100,000 to $119,999",One,Two,All children 13 years of age and older,480,60,0,0,30,130,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,150,0,0,0,0,150,645,1020,0,0,0,0,0,0,75,0,1215,0,0,75,0,0,0,0,0,70,0,0,0,0,80,0,0,0,0,0,0,0,0,510,"$80,000 to $99,999"
14209,3069.9343,Male,Female,"$40,000 to $59,999","$120,000 to $139,999",None,One,No child under 19 years of age at home,630,10,0,0,0,60,60,275,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,595,570,0,0,0,0,0,0,275,0,0,1075,305,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,NA,"$60,000 to $79,999"
14231,1952.6856,Male,Female,"Less than $20,000","$140,000 or more",None,Two,No child under 19 years of age at home,370,20,0,0,0,20,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,370,0,0,0,0,0,0,0,0,0,420,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Ambiguous
14237,381.5464,Male,Female,"$20,000 to $39,999","$80,000 to $99,999",One,One,All children between 5 and 12 years of age,375,50,0,0,0,20,110,460,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,185,455,155,0,0,0,0,235,490,80,0,535,480,0,0,0,0,0,0,235,0,0,0,80,110,0,0,0,0,0,0,0,0,0,390,"$40,000 to $59,999"
14239,5751.8394,Female,Male,"Less than $20,000","$120,000 to $139,999",Two,Two,All children between 5 and 12 years of age,655,50,0,0,10,325,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,270,0,0,0,0,0,1440,1440,0,0,0,325,0,0,0,0,1095,0,0,325,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,660,"$100,000 to $119,999"
14241,744.6638,Female,Male,"$40,000 to $59,999","$140,000 or more",None,Two,No child under 19 years of age at home,510,15,0,0,110,80,25,455,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,60,0,0,25,535,0,25,0,0,0,130,645,745,0,900,515,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,520,Ambiguous
14244,1365.9588,Male,Female,"$100,000 to $119,999","$120,000 to $139,999",None,Two,No child under 19 years of age at home,510,90,0,0,60,30,20,485,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,705,250,0,0,0,0,0,0,485,0,0,935,485,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,427,"Less than $20,000"
